created_at;full_text;label;casefold;cleaned;tokens;stopword_removed;stemmed;final_text
Sun Mar 30 23:54:35 +0000 2025;now this is how we know you re just a aespa anti cosplaying as karina fans cuz everyone knows they got lashing for these esp in girls.. yes even karina wasn t spared dumbass infact she got the most flak for it https://t.co/1jeP9sgFZ0;Interaksi Fandom;now this is how we know you re just a aespa anti cosplaying as karina fans cuz everyone knows they got lashing for these esp in girls.. yes even karina wasn t spared dumbass infact she got the most flak for it https://t.co/1jep9sgfz0;now this is how we know you re just a aespa anti cosplaying as karina fans cuz everyone knows they got lashing for these esp in girls yes even karina wasn t spared dumbass infact she got the most flak for it;['now', 'this', 'is', 'how', 'we', 'know', 'you', 're', 'just', 'a', 'aespa', 'anti', 'cosplaying', 'as', 'karina', 'fans', 'cuz', 'everyone', 'knows', 'they', 'got', 'lashing', 'for', 'these', 'esp', 'in', 'girls', 'yes', 'even', 'karina', 'wasn', 't', 'spared', 'dumbass', 'infact', 'she', 'got', 'the', 'most', 'flak', 'for', 'it'];['know', 'anti', 'cosplaying', 'karina', 'fans', 'cuz', 'everyone', 'knows', 'got', 'lashing', 'esp', 'girls', 'yes', 'even', 'karina', 'spared', 'dumbass', 'infact', 'got', 'flak'];['know', 'anti', 'cosplaying', 'karina', 'fans', 'cuz', 'everyone', 'knows', 'got', 'lashing', 'esp', 'girls', 'yes', 'even', 'karina', 'spared', 'dumbass', 'infact', 'got', 'flak'];know anti cosplaying karina fans cuz everyone knows got lashing esp girls yes even karina spared dumbass infact got flak
Sun Mar 30 23:36:05 +0000 2025;aespa girlies gasping at just how fucking old he is i have real tears in my eyes https://t.co/zX8V2KBLrq;Opini/Ekspresi;aespa girlies gasping at just how fucking old he is i have real tears in my eyes https://t.co/zx8v2kblrq;aespa girlies gasping at just how fucking old he is i have real tears in my eyes;['aespa', 'girlies', 'gasping', 'at', 'just', 'how', 'fucking', 'old', 'he', 'is', 'i', 'have', 'real', 'tears', 'in', 'my', 'eyes'];['girlies', 'gasping', 'fucking', 'old', 'real', 'tears', 'eyes'];['girlies', 'gasping', 'fucking', 'old', 'real', 'tears', 'eyes'];girlies gasping fucking old real tears eyes
Sun Mar 30 20:38:56 +0000 2025;250330 Mark Eydelshteyn (mark.eydel) instagram update with #GISELLE #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/xZWQYCYNcI;Informasi;250330 mark eydelshteyn (mark.eydel) instagram update with #giselle #aespa #ì—ìš¤íœœ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/xzwqycynci;mark eydelshteyn mark eydel instagram update with giselle aespa;['mark', 'eydelshteyn', 'mark', 'eydel', 'instagram', 'update', 'with', 'giselle', 'aespa'];['mark', 'eydelshteyn', 'mark', 'eydel', 'instagram', 'update', 'giselle'];['mark', 'eydelshteyn', 'mark', 'eydel', 'instagram', 'update', 'giselle'];mark eydelshteyn mark eydel instagram update giselle
Sun Mar 30 23:55:02 +0000 2025;not aespa and red velvet https://t.co/3VrAdpcmGR;Informasi;not aespa and red velvet https://t.co/3vradpcmgr;not aespa and red velvet;['not', 'aespa', 'and', 'red', 'velvet'];['red', 'velvet'];['red', 'velvet'];red velvet
Sun Mar 30 22:26:05 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #LONDON #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #SYNK_PARALLELLINE_in_LONDON #aespa_SYNK_PARALLELLINE https://t.co/g60X4gjxLl;Informasi;2024-25 aespa live tour synk : parallel line in #london #aespa #ã¦spa #ì—ìš¤íœœ #synk_parallelline #synk_parallelline_in_london #aespa_synk_parallelline https://t.co/g60x4gjxll;aespa live tour synk parallel line in london aespa spa synk parallelline synk parallelline in london aespa synk parallelline;['aespa', 'live', 'tour', 'synk', 'parallel', 'line', 'in', 'london', 'aespa', 'spa', 'synk', 'parallelline', 'synk', 'parallelline', 'in', 'london', 'aespa', 'synk', 'parallelline'];['live', 'tour', 'synk', 'parallel', 'line', 'london', 'synk', 'parallelline', 'synk', 'parallelline', 'london', 'synk', 'parallelline'];['live', 'tour', 'synk', 'parallel', 'line', 'london', 'synk', 'parallelline', 'synk', 'parallelline', 'london', 'synk', 'parallelline'];live tour synk parallel line london synk parallelline synk parallelline london synk parallelline
Sun Mar 02 23:38:34 +0000 2025;aespa NINGNING shares that Mariah Carey is an inspiration for her in an interview with Who What Wear at Billboard Women in Music. https://t.co/vMIrpQpZv8;Informasi;aespa ningning shares that mariah carey is an inspiration for her in an interview with who what wear at billboard women in music. https://t.co/vmirpqpzv8;aespa ningning shares that mariah carey is an inspiration for her in an interview with who what wear at billboard women in music;['aespa', 'ningning', 'shares', 'that', 'mariah', 'carey', 'is', 'an', 'inspiration', 'for', 'her', 'in', 'an', 'interview', 'with', 'who', 'what', 'wear', 'at', 'billboard', 'women', 'in', 'music'];['ningning', 'shares', 'mariah', 'carey', 'inspiration', 'interview', 'wear', 'billboard', 'women', 'music'];['ningning', 'shares', 'mariah', 'carey', 'inspiration', 'interview', 'wear', 'billboard', 'women', 'music'];ningning shares mariah carey inspiration interview wear billboard women music
Sun Mar 30 18:44:21 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #AMSTERDAM How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.06 (THU) | 09:00~23:50 (CET) LOCATION: Within 500m from the AFAS LIVE METHOD: SMTOWN APP - PASSPORT - Click STAMP button DOWNLOAD: https://t.co/FtJR9OOvhh;Informasi;2024-25 aespa live tour synk : parallel line in #amsterdam how to get the digital stamp in the smtown app! ï¸date: 2025.03.06 (thu) | 09:00~23:50 (cet) location: within 500m from the afas live method: smtown app - passport - click stamp button download: https://t.co/ftjr9oovhh;aespa live tour synk parallel line in amsterdam how to get the digital stamp in the smtown app date thu cet location within m from the afas live method smtown app passport click stamp button download;['aespa', 'live', 'tour', 'synk', 'parallel', 'line', 'in', 'amsterdam', 'how', 'to', 'get', 'the', 'digital', 'stamp', 'in', 'the', 'smtown', 'app', 'date', 'thu', 'cet', 'location', 'within', 'm', 'from', 'the', 'afas', 'live', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];['live', 'tour', 'synk', 'parallel', 'line', 'amsterdam', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'thu', 'cet', 'location', 'within', 'afas', 'live', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];['live', 'tour', 'synk', 'parallel', 'line', 'amsterdam', 'get', 'digital', 'stamp', 'smtown', 'app', 'date', 'thu', 'cet', 'location', 'within', 'afas', 'live', 'method', 'smtown', 'app', 'passport', 'click', 'stamp', 'button', 'download'];live tour synk parallel line amsterdam get digital stamp smtown app date thu cet location within afas live method smtown app passport click stamp button download
Thu Mar 06 03:00:04 +0000 2025;AESPA ON GOOD DAY??? LETS GOOO https://t.co/tCgxwSmTvn;Opini/Ekspresi;aespa on good day??? lets gooo https://t.co/tcgxwsmtvn;aespa on good day lets gooo;['aespa', 'on', 'good', 'day', 'lets', 'gooo'];['good', 'day', 'lets', 'gooo'];['good', 'day', 'lets', 'gooo'];good day lets gooo
Sun Mar 30 23:48:45 +0000 2025;No wonder why fearnots are coming at aespa's vocals rn Eunchae outsang aespa with ease like look at her https://t.co/tHS99Uki85;Opini/Ekspresi;no wonder why fearnots are coming at aespa's vocals rn eunchae outsang aespa with ease like look at her https://t.co/ths99uki85;no wonder why fearnots are coming at aespa s vocals rn eunchae outsang aespa with ease like look at her;['no', 'wonder', 'why', 'fearnots', 'are', 'coming', 'at', 'aespa', 's', 'vocals', 'rn', 'eunchae', 'outsang', 'aespa', 'with', 'ease', 'like', 'look', 'at', 'her'];['wonder', 'fearnots', 'coming', 'vocals', 'rn', 'eunchae', 'outsang', 'ease', 'like', 'look'];['wonder', 'fearnots', 'coming', 'vocals', 'rn', 'eunchae', 'outsang', 'ease', 'like', 'look'];wonder fearnots coming vocals rn eunchae outsang ease like look
Sun Mar 30 18:42:40 +0000 2025;they really talk about so many things here and tika-taka so well omg thank you so much for having aespa big sunbaenim king of kpop GD can't wait for the collaboration â€ï¸ #GoodDay #aespa #GDragon #GD @aespa_official @IBGDRGN;Interaksi Fandom;they really talk about so many things here and tika-taka so well omg thank you so much for having aespa big sunbaenim king of kpop gd can't wait for the collaboration â€ï¸ #goodday #aespa #gdragon #gd @aespa_official @ibgdrgn;they really talk about so many things here and tika taka so well omg thank you so much for having aespa big sunbaenim king of kpop gd can t wait for the collaboration goodday aespa gdragon gd;['they', 'really', 'talk', 'about', 'so', 'many', 'things', 'here', 'and', 'tika', 'taka', 'so', 'well', 'omg', 'thank', 'you', 'so', 'much', 'for', 'having', 'aespa', 'big', 'sunbaenim', 'king', 'of', 'kpop', 'gd', 'can', 't', 'wait', 'for', 'the', 'collaboration', 'goodday', 'aespa', 'gdragon', 'gd'];['really', 'talk', 'many', 'things', 'tika', 'taka', 'well', 'omg', 'thank', 'much', 'big', 'sunbaenim', 'king', 'kpop', 'gd', 'wait', 'collaboration', 'goodday', 'gdragon', 'gd'];['really', 'talk', 'many', 'things', 'tika', 'taka', 'well', 'omg', 'thank', 'much', 'big', 'sunbaenim', 'king', 'kpop', 'gd', 'wait', 'collaboration', 'goodday', 'gdragon', 'gd'];really talk many things tika taka well omg thank much big sunbaenim king kpop gd wait collaboration goodday gdragon gd
Sun Mar 30 19:45:03 +0000 2025;10 biases to get to know me :3 1. ricky - zb1 2. hanbin - zb1 3. rei - ive 4. yuna - itzy 5. jongseob - p1harmony 6. ning ning - aespa 7. leehan - bnd 8. seonghwa - ateez 9. moka - illit 10. yunjin - le sserafim https://t.co/lttxXW3XvC;Interaksi Fandom;10 biases to get to know me :3 1. ricky - zb1 2. hanbin - zb1 3. rei - ive 4. yuna - itzy 5. jongseob - p1harmony 6. ning ning - aespa 7. leehan - bnd 8. seonghwa - ateez 9. moka - illit 10. yunjin - le sserafim https://t.co/lttxxw3xvc;biases to get to know me ricky zb hanbin zb rei ive yuna itzy jongseob p harmony ning ning aespa leehan bnd seonghwa ateez moka illit yunjin le sserafim;['biases', 'to', 'get', 'to', 'know', 'me', 'ricky', 'zb', 'hanbin', 'zb', 'rei', 'ive', 'yuna', 'itzy', 'jongseob', 'p', 'harmony', 'ning', 'ning', 'aespa', 'leehan', 'bnd', 'seonghwa', 'ateez', 'moka', 'illit', 'yunjin', 'le', 'sserafim'];['biases', 'get', 'know', 'ricky', 'zb', 'hanbin', 'zb', 'rei', 'ive', 'yuna', 'itzy', 'jongseob', 'p', 'harmony', 'ning', 'ning', 'leehan', 'bnd', 'seonghwa', 'ateez', 'moka', 'illit', 'yunjin', 'le', 'sserafim'];['biases', 'get', 'know', 'ricky', 'zb', 'hanbin', 'zb', 'rei', 'ive', 'yuna', 'itzy', 'jongseob', 'p', 'harmony', 'ning', 'ning', 'leehan', 'bnd', 'seonghwa', 'ateez', 'moka', 'illit', 'yunjin', 'le', 'sserafim'];biases get know ricky zb hanbin zb rei ive yuna itzy jongseob p harmony ning ning leehan bnd seonghwa ateez moka illit yunjin le sserafim
Sun Mar 30 19:15:22 +0000 2025;Billboard Women In Music 2025. One step closer to the legendary phenomenal girl group us Ã¦spa. https://t.co/lcPJaGzlIx;Informasi;billboard women in music 2025. one step closer to the legendary phenomenal girl group us ã¦spa. https://t.co/lcpjagzlix;billboard women in music one step closer to the legendary phenomenal girl group us spa;['billboard', 'women', 'in', 'music', 'one', 'step', 'closer', 'to', 'the', 'legendary', 'phenomenal', 'girl', 'group', 'us', 'spa'];['billboard', 'women', 'music', 'one', 'step', 'closer', 'legendary', 'phenomenal', 'girl', 'group', 'us'];['billboard', 'women', 'music', 'one', 'step', 'closer', 'legendary', 'phenomenal', 'girl', 'group', 'us'];billboard women music one step closer legendary phenomenal girl group us
Sun Mar 30 22:18:12 +0000 2025;aigoo aespa members so pretty im always gagged;Opini/Ekspresi;aigoo aespa members so pretty im always gagged;aigoo aespa members so pretty im always gagged;['aigoo', 'aespa', 'members', 'so', 'pretty', 'im', 'always', 'gagged'];['aigoo', 'members', 'pretty', 'im', 'always', 'gagged'];['aigoo', 'members', 'pretty', 'im', 'always', 'gagged'];aigoo members pretty im always gagged
Sun Mar 30 17:19:44 +0000 2025;10 biased to get to know me 1. seeun - xikers 2. yujun - xikers 3. nex - bus 4. kyrell - ampers&amp;Interaksi Fandom;10 biased to get to know me 1. seeun - xikers 2. yujun - xikers 3. nex - bus 4. kyrell - ampers&amp;biased to get to know me seeun xikers yujun xikers nex bus kyrell ampers amp;['biased', 'to', 'get', 'to', 'know', 'me', 'seeun', 'xikers', 'yujun', 'xikers', 'nex', 'bus', 'kyrell', 'ampers', 'amp'];['biased', 'get', 'know', 'seeun', 'xikers', 'yujun', 'xikers', 'nex', 'bus', 'kyrell', 'ampers'];['biased', 'get', 'know', 'seeun', 'xikers', 'yujun', 'xikers', 'nex', 'bus', 'kyrell', 'ampers'];biased get know seeun xikers yujun xikers nex bus kyrell ampers
Sun Mar 30 20:39:22 +0000 2025;NINGNING (AESPA) is nominee for the TOP 200 Most Handsome &amp;Informasi;ningning (aespa) is nominee for the top 200 most handsome &amp;ningning aespa is nominee for the top most handsome amp;['ningning', 'aespa', 'is', 'nominee', 'for', 'the', 'top', 'most', 'handsome', 'amp'];['ningning', 'nominee', 'top', 'handsome'];['ningning', 'nominee', 'top', 'handsome'];ningning nominee top handsome
Sun Mar 30 18:45:00 +0000 2025;10 biases to get to know me 1. Jeongyeon- Twice 2. Bae- NMIXX 3. Minji- NJZ 4. Sakura- Le Sserafim 5. Ryujin - Itzy 6. Seulgi- Red Velvet 7. Winter- Aespa 8. Yuqi- Gidle 9. Rei/Yujin- IVE 10. J- Stayc;Interaksi Fandom;10 biases to get to know me 1. jeongyeon- twice 2. bae- nmixx 3. minji- njz 4. sakura- le sserafim 5. ryujin - itzy 6. seulgi- red velvet 7. winter- aespa 8. yuqi- gidle 9. rei/yujin- ive 10. j- stayc;biases to get to know me jeongyeon twice bae nmixx minji njz sakura le sserafim ryujin itzy seulgi red velvet winter aespa yuqi gidle rei yujin ive j stayc;['biases', 'to', 'get', 'to', 'know', 'me', 'jeongyeon', 'twice', 'bae', 'nmixx', 'minji', 'njz', 'sakura', 'le', 'sserafim', 'ryujin', 'itzy', 'seulgi', 'red', 'velvet', 'winter', 'aespa', 'yuqi', 'gidle', 'rei', 'yujin', 'ive', 'j', 'stayc'];['biases', 'get', 'know', 'jeongyeon', 'twice', 'bae', 'nmixx', 'minji', 'njz', 'sakura', 'le', 'sserafim', 'ryujin', 'itzy', 'seulgi', 'red', 'velvet', 'winter', 'yuqi', 'gidle', 'rei', 'yujin', 'ive', 'j', 'stayc'];['biases', 'get', 'know', 'jeongyeon', 'twice', 'bae', 'nmixx', 'minji', 'njz', 'sakura', 'le', 'sserafim', 'ryujin', 'itzy', 'seulgi', 'red', 'velvet', 'winter', 'yuqi', 'gidle', 'rei', 'yujin', 'ive', 'j', 'stayc'];biases get know jeongyeon twice bae nmixx minji njz sakura le sserafim ryujin itzy seulgi red velvet winter yuqi gidle rei yujin ive j stayc
Sun Mar 30 18:32:20 +0000 2025;Wait! aespa was there? Why??? I mean didn t their sales were bad in the usa??;Interaksi Fandom;wait! aespa was there? why??? i mean didn t their sales were bad in the usa??;wait aespa was there why i mean didn t their sales were bad in the usa;['wait', 'aespa', 'was', 'there', 'why', 'i', 'mean', 'didn', 't', 'their', 'sales', 'were', 'bad', 'in', 'the', 'usa'];['wait', 'mean', 'sales', 'bad', 'usa'];['wait', 'mean', 'sales', 'bad', 'usa'];wait mean sales bad usa
Sun Mar 30 21:58:38 +0000 2025;yg leaker pls give me the Red velvet and aespa folders ;Interaksi Fandom;yg leaker pls give me the red velvet and aespa folders ;yg leaker pls give me the red velvet and aespa folders;['yg', 'leaker', 'pls', 'give', 'me', 'the', 'red', 'velvet', 'and', 'aespa', 'folders'];['yg', 'leaker', 'pls', 'give', 'red', 'velvet', 'folders'];['yg', 'leaker', 'pls', 'give', 'red', 'velvet', 'folders'];yg leaker pls give red velvet folders
Sun Mar 30 23:44:45 +0000 2025;GD made it clear he treated Aespa with respect and kept a clear space between them. Invited others to their meeting so they wouldn t feel awkward he kept an eye because of their music &amp;Interaksi Fandom;gd made it clear he treated aespa with respect and kept a clear space between them. invited others to their meeting so they wouldn t feel awkward he kept an eye because of their music &amp;gd made it clear he treated aespa with respect and kept a clear space between them invited others to their meeting so they wouldn t feel awkward he kept an eye because of their music amp;['gd', 'made', 'it', 'clear', 'he', 'treated', 'aespa', 'with', 'respect', 'and', 'kept', 'a', 'clear', 'space', 'between', 'them', 'invited', 'others', 'to', 'their', 'meeting', 'so', 'they', 'wouldn', 't', 'feel', 'awkward', 'he', 'kept', 'an', 'eye', 'because', 'of', 'their', 'music', 'amp'];['gd', 'made', 'clear', 'treated', 'respect', 'kept', 'clear', 'space', 'invited', 'others', 'meeting', 'feel', 'awkward', 'kept', 'eye', 'music'];['gd', 'made', 'clear', 'treated', 'respect', 'kept', 'clear', 'space', 'invited', 'others', 'meeting', 'feel', 'awkward', 'kept', 'eye', 'music'];gd made clear treated respect kept clear space invited others meeting feel awkward kept eye music
Sun Mar 30 21:50:41 +0000 2025;drop this one @aespa_official https://t.co/kqXfCmUHj4;Interaksi Fandom;drop this one @aespa_official https://t.co/kqxfcmuhj4;drop this one;['drop', 'this', 'one'];['drop', 'one'];['drop', 'one'];drop one
Sun Mar 30 23:19:23 +0000 2025;10 biases to get to know me 1. wonwoo - svt 2. johnny - nct 3. yunho - atz 4. heeseung - enha 5. matthew - zb1 6. karina - aespa 7. sunny - snsd 8. hyungwon - mx 9. youngjae - got7 10. natty - kiof;Interaksi Fandom;10 biases to get to know me 1. wonwoo - svt 2. johnny - nct 3. yunho - atz 4. heeseung - enha 5. matthew - zb1 6. karina - aespa 7. sunny - snsd 8. hyungwon - mx 9. youngjae - got7 10. natty - kiof;biases to get to know me wonwoo svt johnny nct yunho atz heeseung enha matthew zb karina aespa sunny snsd hyungwon mx youngjae got natty kiof;['biases', 'to', 'get', 'to', 'know', 'me', 'wonwoo', 'svt', 'johnny', 'nct', 'yunho', 'atz', 'heeseung', 'enha', 'matthew', 'zb', 'karina', 'aespa', 'sunny', 'snsd', 'hyungwon', 'mx', 'youngjae', 'got', 'natty', 'kiof'];['biases', 'get', 'know', 'wonwoo', 'svt', 'johnny', 'nct', 'yunho', 'atz', 'heeseung', 'enha', 'matthew', 'zb', 'karina', 'sunny', 'snsd', 'hyungwon', 'mx', 'youngjae', 'got', 'natty', 'kiof'];['biases', 'get', 'know', 'wonwoo', 'svt', 'johnny', 'nct', 'yunho', 'atz', 'heeseung', 'enha', 'matthew', 'zb', 'karina', 'sunny', 'snsd', 'hyungwon', 'mx', 'youngjae', 'got', 'natty', 'kiof'];biases get know wonwoo svt johnny nct yunho atz heeseung enha matthew zb karina sunny snsd hyungwon mx youngjae got natty kiof
Sun Mar 30 20:25:30 +0000 2025;He was so nervous to meet aespa He is so shy he needed Doni and Defconn with him to meet the girls #GoodDayEp6 https://t.co/t4CRadpWYj;Opini/Ekspresi;he was so nervous to meet aespa he is so shy he needed doni and defconn with him to meet the girls #gooddayep6 https://t.co/t4cradpwyj;he was so nervous to meet aespa he is so shy he needed doni and defconn with him to meet the girls gooddayep;['he', 'was', 'so', 'nervous', 'to', 'meet', 'aespa', 'he', 'is', 'so', 'shy', 'he', 'needed', 'doni', 'and', 'defconn', 'with', 'him', 'to', 'meet', 'the', 'girls', 'gooddayep'];['nervous', 'meet', 'shy', 'needed', 'doni', 'defconn', 'meet', 'girls', 'gooddayep'];['nervous', 'meet', 'shy', 'needed', 'doni', 'defconn', 'meet', 'girls', 'gooddayep'];nervous meet shy needed doni defconn meet girls gooddayep
